Customer_ID,Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Unite_Sold,Sales_Classification,Total_Sales
17955,M5,2021,North America,Grey,Diesel,Automatic,3.7,88235,67363,8557,High,576425191
17956,i8,2015,Asia,Black,Diesel,Automatic,3.9,52221,90036,6713,Low,604411668
17957,X1,2017,Europe,Blue,Diesel,Automatic,3.5,137655,82510,4528,Low,373605280
17958,3 Series,2022,Europe,Grey,Electric,Automatic,4.8,38076,53398,3579,Low,191111442
17959,i8,2010,Africa,Red,Petrol,Manual,3.6,119720,114860,2896,Low,332634560
17960,5 Series,2014,South America,Black,Diesel,Automatic,3.7,175755,89859,9566,High,859591194
17961,X1,2012,Middle East,Blue,Hybrid,Manual,3.6,131592,106316,5234,Low,556457944
17962,i8,2011,Europe,Red,Hybrid,Automatic,4,122136,85499,574,Low,49076426
17963,X3,2020,Africa,Silver,Hybrid,Automatic,2,161738,40011,857,Low,34289427
17964,i3,2017,Africa,Red,Petrol,Automatic,4.6,129288,108695,2967,Low,322498065
17965,3 Series,2016,Middle East,Blue,Petrol,Automatic,1.6,16620,30293,7668,High,232286724
17966,i8,2019,Africa,Black,Electric,Manual,3.7,4972,64971,5794,Low,376441974
17967,3 Series,2016,Africa,Black,Diesel,Manual,3.7,3212,106552,5797,Low,617681944
17968,M5,2014,Europe,White,Petrol,Manual,2.2,106118,102606,994,Low,101990364
17969,3 Series,2021,Middle East,Blue,Electric,Automatic,1.6,34443,62997,8776,High,552861672
17970,X5,2022,Asia,White,Petrol,Manual,2,160680,79292,1148,Low,91027216
17971,3 Series,2018,Asia,Blue,Electric,Automatic,2.5,92442,52653,1865,Low,98197845
17972,7 Series,2014,South America,Grey,Electric,Manual,4.6,63,91779,1345,Low,123442755
17973,3 Series,2011,Asia,Blue,Petrol,Automatic,4.5,151863,108633,8408,High,913386264
17974,X3,2012,North America,Blue,Petrol,Manual,1.7,184075,85551,1677,Low,143469027
17975,3 Series,2013,Middle East,Silver,Diesel,Automatic,2.5,104003,113300,5699,Low,645696700
17976,7 Series,2024,North America,Red,Petrol,Manual,4.6,94483,93452,3533,Low,330165916
17977,M3,2014,Africa,Silver,Hybrid,Manual,2.3,141219,97748,279,Low,27271692
17978,i3,2022,Asia,Blue,Electric,Automatic,5,199618,46291,6444,Low,298299204
17979,3 Series,2012,Africa,Silver,Petrol,Automatic,2.4,141424,59287,244,Low,14466028
17980,M5,2021,Middle East,White,Hybrid,Automatic,4.1,130245,96253,9628,High,926723884
17981,X3,2023,Asia,White,Hybrid,Manual,3,26692,37773,9742,High,367984566
17982,X1,2016,Asia,Grey,Electric,Manual,2,142910,103980,4557,Low,473836860
17983,M3,2014,South America,Blue,Diesel,Manual,2.4,194218,112646,9289,High,1046368694
17984,M5,2014,South America,Grey,Hybrid,Manual,3.9,141666,59406,910,Low,54059460
17985,M5,2015,Africa,Black,Petrol,Automatic,2.7,125067,42795,1833,Low,78443235
17986,M5,2016,South America,Grey,Diesel,Manual,3.6,3894,94724,5001,Low,473714724
17987,X3,2019,Asia,Black,Petrol,Automatic,2.2,64357,79254,7900,High,626106600
17988,7 Series,2019,Europe,Grey,Hybrid,Automatic,3.1,197166,46336,2793,Low,129416448
17989,X1,2017,South America,Grey,Hybrid,Automatic,3.3,104915,115968,3520,Low,408207360
17990,5 Series,2018,Africa,Silver,Diesel,Manual,2.9,37215,77973,1954,Low,152359242
17991,M3,2020,North America,Grey,Electric,Manual,2.2,131778,31288,2518,Low,78783184
17992,X3,2013,North America,Silver,Petrol,Manual,3.1,117101,68751,1317,Low,90545067
17993,i8,2014,Africa,Grey,Hybrid,Automatic,3.9,189885,55583,7285,High,404922155
17994,7 Series,2024,Asia,Silver,Electric,Manual,4.9,57718,91735,8480,High,777912800
17995,i3,2014,North America,Grey,Diesel,Automatic,4.3,185590,62050,7779,High,482686950
17996,X1,2017,Europe,Grey,Electric,Automatic,2.1,64062,42997,8036,High,345523892
17997,5 Series,2018,Europe,Grey,Hybrid,Automatic,2.5,182784,103041,3632,Low,374244912
17998,i3,2016,North America,Silver,Diesel,Automatic,1.8,60288,118469,6212,Low,735929428
17999,7 Series,2024,Europe,Red,Hybrid,Automatic,2,154177,85447,2822,Low,241131434
18000,3 Series,2014,North America,White,Electric,Manual,2.4,168041,115406,2440,Low,281590640
18001,X3,2012,Europe,Black,Hybrid,Automatic,2.2,191593,104497,4113,Low,429796161
18002,i3,2010,Africa,Grey,Electric,Automatic,2.2,88556,79863,9717,High,776028771
18003,5 Series,2020,Africa,Grey,Electric,Manual,2.3,109505,59617,3034,Low,180877978
18004,X1,2018,Middle East,White,Petrol,Automatic,2.6,97239,51357,9867,High,506739519
18005,5 Series,2014,South America,Grey,Hybrid,Automatic,1.9,108869,101580,1993,Low,202448940
18006,7 Series,2018,Asia,Black,Electric,Manual,2.5,127039,73262,4245,Low,310997190
18007,X5,2019,South America,Red,Hybrid,Manual,3.9,142018,64019,163,Low,10435097
18008,X5,2024,North America,White,Petrol,Manual,2.3,184909,67216,4539,Low,305093424
18009,7 Series,2021,South America,Grey,Diesel,Manual,2.1,170014,73159,5352,Low,391546968
18010,X5,2022,South America,Grey,Electric,Automatic,1.7,92808,43674,8527,High,372408198
18011,X1,2023,Africa,Grey,Electric,Automatic,3.2,186944,57830,1768,Low,102243440
18012,i3,2013,Europe,Red,Diesel,Automatic,4.4,13413,41056,7913,High,324876128
18013,M3,2014,Europe,Black,Petrol,Manual,1.7,94902,92851,6145,Low,570569395
18014,5 Series,2013,Africa,Silver,Electric,Manual,3.4,98286,107743,3730,Low,401881390
18015,i8,2011,Europe,Silver,Hybrid,Manual,3.8,99612,35132,2808,Low,98650656
18016,X1,2021,North America,Black,Petrol,Manual,3.6,190680,106459,2658,Low,282968022
18017,X3,2010,Europe,Grey,Petrol,Manual,4.6,1062,116749,7736,High,903170264
18018,5 Series,2017,Europe,Blue,Diesel,Manual,4.5,185377,91114,2232,Low,203366448
18019,M5,2013,Asia,Blue,Electric,Manual,1.7,179349,34885,5412,Low,188797620
18020,M5,2014,North America,Red,Hybrid,Automatic,2.8,49899,97590,6338,Low,618525420
18021,X6,2015,Middle East,Blue,Diesel,Manual,3.8,136123,60924,1290,Low,78591960
18022,5 Series,2023,South America,Blue,Petrol,Automatic,4.8,120889,33430,2949,Low,98585070
18023,i8,2017,Europe,Black,Petrol,Automatic,4.3,197595,70695,9877,High,698254515
18024,M5,2020,North America,White,Diesel,Manual,2.1,160830,74123,6435,Low,476981505
18025,i3,2017,Africa,Silver,Petrol,Manual,2.5,76986,90301,1596,Low,144120396
18026,X1,2016,Asia,Red,Petrol,Manual,4.2,131197,49441,6545,Low,323591345
18027,X5,2013,Middle East,Black,Electric,Automatic,3.2,48133,73328,6992,Low,512709376
18028,i3,2015,Middle East,Red,Petrol,Automatic,3.4,51747,34336,806,Low,27674816
18029,X5,2013,North America,White,Electric,Automatic,3.6,17183,110376,9777,High,1079146152
18030,i8,2024,Europe,Blue,Diesel,Manual,1.9,12524,46819,7221,High,338079999
18031,M5,2023,South America,Blue,Petrol,Manual,4.5,20282,92858,3868,Low,359174744
18032,7 Series,2016,North America,Red,Hybrid,Automatic,4.5,153078,54238,2496,Low,135378048
18033,M3,2021,Middle East,Silver,Hybrid,Automatic,3.1,20185,83388,4910,Low,409435080
18034,X3,2022,North America,Silver,Hybrid,Manual,3.7,99765,56488,7540,High,425919520
18035,X5,2021,North America,Black,Hybrid,Automatic,3.8,120901,104401,3602,Low,376052402
18036,M3,2024,North America,Blue,Electric,Manual,2.2,147489,73742,9417,High,694428414
18037,M5,2022,North America,White,Petrol,Automatic,1.9,20138,70084,4342,Low,304304728
18038,5 Series,2022,Africa,Red,Hybrid,Automatic,1.6,145969,115049,748,Low,86056652
18039,X3,2020,Europe,Red,Electric,Manual,4.7,30981,37302,6355,Low,237054210
18040,M3,2023,North America,Silver,Electric,Automatic,2.7,95623,82718,8705,High,720060190
18041,M5,2010,Asia,Blue,Petrol,Manual,1.8,152903,36045,132,Low,4757940
18042,X5,2014,Asia,Black,Petrol,Automatic,3.1,175769,97497,3898,Low,380043306
18043,3 Series,2024,North America,Red,Electric,Manual,1.8,168085,111246,689,Low,76648494
18044,i8,2023,South America,Red,Electric,Manual,1.8,2156,102918,7052,High,725777736
18045,X1,2019,Asia,Silver,Hybrid,Automatic,3.2,15887,34154,4718,Low,161138572
18046,5 Series,2021,South America,White,Electric,Automatic,3.3,35785,47374,2173,Low,102943702
18047,X3,2024,Europe,Red,Hybrid,Manual,3.5,17040,95952,4727,Low,453565104
18048,i3,2019,Africa,White,Diesel,Manual,3.8,76268,66439,7600,High,504936400
18049,M5,2024,Europe,Grey,Petrol,Automatic,3.8,148807,93049,3554,Low,330696146
18050,X6,2013,North America,Silver,Petrol,Automatic,3,102513,83730,8225,High,688679250
18051,i8,2020,Middle East,Blue,Diesel,Automatic,3.8,66387,107129,2808,Low,300818232
18052,X3,2016,North America,White,Hybrid,Manual,2.6,179124,91691,703,Low,64458773
18053,3 Series,2022,Asia,Grey,Electric,Manual,3,57451,54055,4448,Low,240436640
18054,X5,2018,Europe,Black,Hybrid,Automatic,2.9,161851,97916,3350,Low,328018600
18055,3 Series,2014,Asia,Blue,Diesel,Automatic,2.7,173437,83742,7286,High,610144212
18056,X3,2013,Europe,White,Petrol,Automatic,2.3,53141,72650,3665,Low,266262250
18057,X6,2024,Africa,Red,Petrol,Manual,1.8,70506,97181,4800,Low,466468800
18058,i3,2018,Africa,Red,Diesel,Automatic,3.3,125170,116866,5498,Low,642529268
18059,M3,2014,Asia,Grey,Hybrid,Manual,3.4,184988,48539,6388,Low,310067132
18060,X6,2018,Middle East,Silver,Petrol,Manual,2.7,85313,67211,8463,High,568806693
18061,3 Series,2017,Africa,Blue,Diesel,Automatic,4.9,29783,58947,6929,Low,408443763
18062,7 Series,2013,Europe,Grey,Electric,Manual,3.4,83054,96837,8418,High,815173866
18063,3 Series,2020,South America,Blue,Petrol,Automatic,4.6,143895,86985,604,Low,52538940
18064,X6,2020,Africa,Blue,Hybrid,Manual,3.5,7938,48359,4749,Low,229656891
18065,i3,2016,Asia,Grey,Diesel,Manual,2.2,128905,38087,1449,Low,55188063
18066,3 Series,2014,Middle East,Grey,Electric,Manual,4.9,136487,82111,6333,Low,520008963
18067,X6,2019,South America,Blue,Diesel,Manual,4.6,123674,36951,3603,Low,133134453
18068,M3,2013,Europe,Red,Diesel,Manual,3.1,77245,100863,298,Low,30057174
18069,X5,2014,Europe,Grey,Petrol,Automatic,2.4,32261,53880,3966,Low,213688080
18070,i8,2014,Europe,Black,Electric,Automatic,2.3,28837,39874,6485,Low,258582890
18071,M3,2020,North America,Black,Electric,Automatic,4.3,197021,72641,7870,High,571684670
18072,X5,2024,Africa,Grey,Electric,Manual,1.7,180616,50308,5659,Low,284692972
18073,M3,2018,Africa,Black,Hybrid,Manual,3.7,187680,75314,5336,Low,401875504
18074,i8,2021,Middle East,Blue,Hybrid,Automatic,3.7,165782,38279,947,Low,36250213
18075,5 Series,2018,Asia,White,Petrol,Manual,2.1,174325,105389,7572,High,798005508
18076,X3,2015,Europe,Silver,Petrol,Manual,4,65300,54569,4092,Low,223296348
18077,M5,2023,Asia,Silver,Diesel,Manual,4,134770,68555,1437,Low,98513535
18078,M3,2013,North America,Grey,Electric,Automatic,2.7,126528,50116,6639,Low,332720124
18079,M3,2024,Europe,Black,Petrol,Manual,3.2,47847,48435,3642,Low,176400270
18080,M3,2011,Asia,Grey,Diesel,Manual,4.4,64075,65310,3617,Low,236226270
18081,X6,2023,Africa,Silver,Hybrid,Automatic,3.3,115874,30448,7093,High,215967664
18082,5 Series,2012,Africa,Grey,Hybrid,Manual,3.7,193174,49162,1665,Low,81854730
18083,i8,2011,South America,Blue,Diesel,Automatic,2.9,82805,90177,7681,High,692649537
18084,X1,2014,Asia,Black,Petrol,Automatic,2,74337,75092,2408,Low,180821536
18085,X1,2015,Africa,Blue,Hybrid,Manual,5,73825,88653,9896,High,877310088
18086,X3,2020,Middle East,Grey,Hybrid,Automatic,3.4,21599,103967,9365,High,973650955
18087,X3,2014,Europe,Grey,Hybrid,Manual,2.7,108178,43247,6821,Low,294987787
18088,M5,2011,Middle East,Grey,Petrol,Manual,4,22737,34179,2394,Low,81824526
18089,X5,2021,Europe,Black,Electric,Manual,3.7,67324,109653,8081,High,886105893
18090,X1,2014,South America,Blue,Petrol,Automatic,2.3,27133,79808,9541,High,761448128
18091,M5,2018,Africa,Silver,Electric,Automatic,4.6,195271,44219,7271,High,321516349
18092,7 Series,2013,Europe,White,Electric,Automatic,1.7,5346,99715,1425,Low,142093875
18093,X5,2021,Africa,Silver,Diesel,Manual,3.6,174511,63973,4666,Low,298498018
18094,M3,2019,Asia,Grey,Hybrid,Automatic,3.2,111472,87742,1742,Low,152846564
18095,X3,2011,South America,Black,Hybrid,Automatic,2.6,119920,93114,366,Low,34079724
18096,i8,2012,South America,Blue,Petrol,Manual,4.4,128688,41675,1739,Low,72472825
18097,X3,2012,South America,Silver,Hybrid,Manual,3.8,105371,40280,9341,High,376255480
18098,X3,2018,Middle East,Red,Hybrid,Automatic,4.2,165603,92525,5738,Low,530908450
18099,X3,2013,Europe,White,Petrol,Automatic,3,51045,84050,3296,Low,277028800
18100,3 Series,2024,South America,Grey,Electric,Manual,4.8,143354,76506,484,Low,37028904
18101,X1,2010,Europe,Red,Petrol,Manual,2.7,41013,37464,8833,High,330919512
18102,3 Series,2010,Middle East,White,Hybrid,Automatic,3.4,153323,87061,9672,High,842053992
18103,i8,2024,Africa,White,Electric,Manual,4.8,13299,86779,5366,Low,465656114
18104,3 Series,2016,North America,Red,Diesel,Automatic,1.8,85734,80103,7825,High,626805975
18105,X5,2016,Africa,Grey,Diesel,Automatic,1.9,25848,75694,9306,High,704408364
18106,M5,2011,Middle East,Blue,Electric,Automatic,5,35588,57296,9776,High,560125696
18107,M5,2018,Middle East,Silver,Diesel,Manual,4.9,127013,67301,6138,Low,413093538
18108,5 Series,2018,North America,Black,Petrol,Automatic,4.2,80560,97727,1500,Low,146590500
18109,X3,2014,Middle East,White,Diesel,Automatic,3.2,46414,108996,1270,Low,138424920
18110,X6,2024,Middle East,Grey,Electric,Automatic,3.3,8643,46239,871,Low,40274169
18111,i3,2024,Asia,Black,Diesel,Automatic,2.4,194870,50881,9965,High,507029165
18112,X5,2012,Europe,Grey,Petrol,Automatic,3,115941,75330,5624,Low,423655920
18113,i3,2012,Middle East,Grey,Electric,Automatic,3,120222,109687,4477,Low,491068699
18114,i3,2021,Middle East,Grey,Hybrid,Automatic,1.6,36673,77325,818,Low,63251850
18115,X6,2012,South America,Silver,Petrol,Automatic,3.1,76358,39674,2445,Low,97002930
18116,i3,2015,North America,Black,Hybrid,Automatic,3.2,15741,114975,1829,Low,210289275
18117,i3,2013,North America,Black,Petrol,Automatic,3.8,98588,75147,6284,Low,472223748
18118,X6,2017,Africa,Red,Petrol,Automatic,3.3,93725,33007,9763,High,322247341
18119,X5,2024,South America,Silver,Electric,Manual,4.5,170194,31330,7817,High,244906610
18120,X6,2022,Europe,Red,Electric,Manual,2.8,116208,75221,3243,Low,243941703
18121,i8,2020,Europe,White,Hybrid,Automatic,2.9,2979,53496,343,Low,18349128
18122,X5,2022,Europe,Red,Hybrid,Automatic,3.5,31156,88785,5627,Low,499593195
18123,7 Series,2020,Asia,Black,Hybrid,Automatic,2.2,45496,114298,9682,High,1106633236
18124,X5,2020,Middle East,Blue,Petrol,Manual,2.9,93314,86021,256,Low,22021376
18125,M3,2014,Europe,Grey,Diesel,Manual,3.9,78365,65264,8368,High,546129152
18126,i3,2010,Asia,White,Electric,Automatic,2.9,2916,64376,7304,High,470202304
18127,3 Series,2018,Asia,White,Electric,Automatic,4.7,4111,105687,6170,Low,652088790
18128,X6,2010,Asia,Red,Electric,Automatic,3.7,77298,46893,1904,Low,89284272
18129,M5,2015,Africa,Black,Hybrid,Automatic,2,193326,97376,8022,High,781150272
18130,7 Series,2010,North America,Red,Petrol,Automatic,3.2,111004,92252,4219,Low,389211188
18131,X6,2012,South America,Silver,Diesel,Automatic,4.2,98970,37532,1055,Low,39596260
18132,X3,2024,Middle East,Grey,Petrol,Manual,3.8,163500,50593,6848,Low,346460864
18133,5 Series,2019,Asia,Black,Hybrid,Manual,4.6,55653,86723,811,Low,70332353
18134,i3,2014,Middle East,Blue,Diesel,Manual,4.1,153278,49910,1799,Low,89788090
18135,i3,2024,South America,Blue,Electric,Automatic,1.7,157201,81614,8328,High,679681392
18136,i3,2019,Asia,Red,Hybrid,Manual,1.9,76839,105686,8601,High,909005286
18137,5 Series,2016,Africa,Blue,Petrol,Automatic,3.8,123716,106250,9308,High,988975000
18138,X1,2023,Africa,Black,Diesel,Manual,2.3,178313,67778,280,Low,18977840
18139,X5,2019,North America,Black,Diesel,Automatic,3.6,135253,98905,2844,Low,281285820
18140,i8,2017,North America,Red,Electric,Automatic,4.3,136936,116098,206,Low,23916188
18141,M3,2021,Europe,White,Electric,Automatic,3.5,64056,72332,2891,Low,209111812
18142,5 Series,2018,North America,Black,Hybrid,Manual,3,191968,50635,5592,Low,283150920
18143,i8,2015,North America,White,Hybrid,Manual,3.8,139403,117473,9939,High,1167564147
18144,M5,2024,Asia,Black,Petrol,Automatic,2,83664,98081,6715,Low,658613915
18145,M3,2020,Asia,Blue,Diesel,Automatic,4,77371,113021,2770,Low,313068170
18146,M3,2018,Africa,White,Hybrid,Automatic,3.9,33121,45630,3809,Low,173804670
18147,X5,2017,South America,Red,Hybrid,Manual,3.3,169144,108354,7514,High,814171956
18148,3 Series,2018,Middle East,Silver,Petrol,Manual,2.5,15540,65535,2007,Low,131528745
18149,X6,2019,Asia,White,Petrol,Manual,4.3,46606,52307,7731,High,404385417
18150,X1,2013,Europe,Black,Hybrid,Automatic,3.3,194760,79828,1134,Low,90524952
18151,X5,2018,Middle East,Silver,Petrol,Automatic,1.7,89999,110048,4710,Low,518326080
18152,i3,2024,Europe,Grey,Electric,Automatic,4.7,17479,99556,7558,High,752444248
18153,i8,2016,Middle East,Silver,Hybrid,Manual,4.2,132029,42627,9219,High,392978313
18154,i8,2014,Africa,Red,Hybrid,Automatic,3.5,177878,34759,455,Low,15815345
18155,5 Series,2014,North America,Blue,Electric,Automatic,3,111595,94536,8979,High,848838744
18156,M5,2010,Middle East,Blue,Diesel,Automatic,4.9,63110,95417,7484,High,714100828
18157,M5,2011,South America,White,Petrol,Automatic,4.2,87134,47723,8293,High,395766839
18158,i8,2019,Europe,Black,Electric,Manual,3.4,61385,54639,7292,High,398427588
18159,M5,2012,South America,Black,Petrol,Manual,3.8,125582,100199,967,Low,96892433
18160,X1,2023,Middle East,Grey,Petrol,Manual,2.5,168454,101291,4628,Low,468774748
18161,X1,2023,Asia,Silver,Hybrid,Automatic,2.2,67817,51264,708,Low,36294912
18162,X6,2017,Asia,Blue,Diesel,Manual,2.5,91384,92463,7784,High,719731992
18163,3 Series,2015,North America,Black,Electric,Automatic,2.5,102452,68825,4356,Low,299801700
18164,3 Series,2021,Asia,White,Hybrid,Automatic,4.1,24725,44197,8280,High,365951160
18165,i8,2019,Europe,Red,Electric,Automatic,2,133478,68760,6037,Low,415104120
18166,5 Series,2020,Middle East,Red,Petrol,Manual,4.2,80980,75389,6047,Low,455877283
18167,M3,2022,Asia,Blue,Hybrid,Manual,3.3,182676,44927,7447,High,334571369
18168,X6,2024,Asia,Black,Petrol,Automatic,2.8,49497,62089,1362,Low,84565218
18169,M5,2023,Europe,Black,Petrol,Automatic,2.6,113653,77528,9970,High,772954160
18170,3 Series,2014,Middle East,Blue,Electric,Manual,3.3,9545,83056,2246,Low,186543776
18171,3 Series,2022,Europe,Red,Electric,Manual,2.6,69976,30454,7176,High,218537904
18172,X6,2010,North America,Black,Diesel,Manual,3,13757,48078,4096,Low,196927488
18173,5 Series,2021,Asia,Silver,Diesel,Manual,4.1,75315,45720,1217,Low,55641240
18174,M3,2020,North America,Red,Petrol,Automatic,3.7,87631,63181,2585,Low,163322885
18175,5 Series,2021,Europe,White,Petrol,Manual,4.1,94948,84190,8000,High,673520000
18176,X3,2018,South America,Red,Electric,Automatic,4,168131,64897,2308,Low,149782276
18177,X6,2012,Middle East,Black,Diesel,Manual,4.4,111356,116379,3877,Low,451201383
18178,3 Series,2012,North America,Black,Hybrid,Manual,2.2,176123,76039,3305,Low,251308895
18179,M3,2011,Europe,Silver,Diesel,Automatic,5,147985,41450,4266,Low,176825700
18180,i8,2013,South America,White,Electric,Automatic,3.2,163876,53772,9154,High,492228888
18181,i3,2021,Europe,White,Hybrid,Manual,4,21066,57816,3516,Low,203281056
18182,X6,2011,North America,White,Petrol,Manual,3.9,23500,72959,1076,Low,78503884
18183,X3,2022,North America,Red,Diesel,Automatic,3.5,120069,47131,5399,Low,254460269
18184,7 Series,2018,North America,Blue,Diesel,Automatic,5,36896,112410,2058,Low,231339780
18185,X5,2021,Africa,Blue,Hybrid,Automatic,2.3,65428,70994,4011,Low,284756934
18186,M5,2019,North America,Black,Electric,Automatic,3,83550,111521,4515,Low,503517315
18187,X5,2016,Middle East,White,Hybrid,Manual,1.9,143491,100221,377,Low,37783317
18188,i3,2017,South America,Red,Petrol,Manual,2.1,54487,31586,8484,High,267975624
18189,X6,2012,North America,Red,Hybrid,Automatic,4,155082,31824,8453,High,269008272
18190,M5,2015,Europe,Black,Electric,Manual,1.5,152791,55193,225,Low,12418425
18191,7 Series,2024,Europe,Grey,Petrol,Automatic,4.6,70027,37549,3101,Low,116439449
18192,X5,2019,North America,Blue,Hybrid,Automatic,3.7,78525,99622,3721,Low,370693462
18193,M5,2015,South America,Grey,Hybrid,Manual,3,55966,94953,8692,High,825331476
18194,7 Series,2022,Middle East,Grey,Hybrid,Manual,2.7,64707,97657,3302,Low,322463414
18195,i3,2010,Africa,Grey,Petrol,Manual,1.9,130407,58891,3392,Low,199758272
18196,X3,2015,Africa,Red,Hybrid,Manual,4.7,1835,47603,6903,Low,328603509
18197,7 Series,2022,Middle East,Black,Petrol,Automatic,4,169235,35511,7771,High,275955981
18198,7 Series,2023,Asia,Blue,Diesel,Automatic,2.7,182789,97744,9470,High,925635680
18199,X5,2012,Asia,Black,Hybrid,Automatic,1.7,10540,52188,3618,Low,188816184
18200,3 Series,2020,Europe,Silver,Hybrid,Manual,2.6,83652,58391,9645,High,563181195
18201,X3,2012,Africa,Blue,Petrol,Manual,2.1,16464,45347,387,Low,17549289
18202,3 Series,2012,Europe,Red,Diesel,Manual,4.3,20586,96922,7597,High,736316434
18203,X1,2019,North America,White,Hybrid,Manual,4,125275,100687,2019,Low,203287053
18204,M3,2020,North America,Black,Hybrid,Automatic,3.2,180665,87442,9709,High,848974378
18205,M3,2024,Africa,White,Electric,Manual,4.6,86056,100176,4639,Low,464716464
18206,7 Series,2020,Middle East,Silver,Electric,Automatic,2.1,81699,93742,7512,High,704189904
18207,X3,2024,Asia,White,Electric,Manual,3.1,132017,34388,4647,Low,159801036
18208,7 Series,2019,Europe,Red,Diesel,Manual,4,189282,111745,5160,Low,576604200
18209,i3,2020,North America,Black,Petrol,Automatic,1.7,184268,103535,662,Low,68540170
18210,X6,2017,South America,White,Hybrid,Automatic,2.8,128916,54860,8405,High,461098300
18211,M3,2022,Middle East,Grey,Electric,Manual,3.5,113148,100522,3731,Low,375047582
18212,X5,2014,South America,Black,Diesel,Automatic,2.8,50350,104615,9664,High,1010999360
18213,X5,2013,Middle East,Silver,Electric,Automatic,3.2,108272,112504,4454,Low,501092816
18214,3 Series,2022,Africa,Blue,Hybrid,Manual,3.6,78963,90802,5489,Low,498412178
18215,X6,2018,Europe,Blue,Electric,Manual,2.8,109011,52451,6466,Low,339148166
18216,3 Series,2018,Middle East,Red,Electric,Automatic,1.9,188063,110799,1997,Low,221265603
18217,i8,2010,Middle East,White,Electric,Manual,2,94326,112507,1257,Low,141421299
18218,X6,2011,Europe,Silver,Electric,Automatic,3.3,73349,95630,1793,Low,171464590
18219,i3,2017,Europe,White,Hybrid,Automatic,2.1,8781,106800,8793,High,939092400
18220,i3,2014,Middle East,Silver,Petrol,Manual,4.6,188577,54031,6487,Low,350499097
18221,M3,2016,North America,White,Hybrid,Automatic,4.4,87971,84807,9367,High,794387169
18222,3 Series,2010,Asia,Blue,Electric,Manual,2.7,90827,118418,8716,High,1032131288
18223,M3,2021,Middle East,Red,Hybrid,Manual,4.4,127009,117765,6618,Low,779368770
18224,X1,2019,Asia,Silver,Electric,Manual,3.4,7595,116155,6886,Low,799843330
18225,M3,2021,South America,Red,Electric,Manual,2.1,100642,119121,7376,High,878636496
18226,7 Series,2014,North America,Grey,Hybrid,Manual,3.6,145338,94841,1289,Low,122250049
18227,5 Series,2020,Africa,Blue,Diesel,Automatic,3.9,2794,108211,5442,Low,588884262
18228,X3,2021,Asia,Blue,Electric,Manual,1.8,66873,88789,7814,High,693797246
18229,i8,2012,North America,White,Electric,Manual,2.6,97269,55933,415,Low,23212195
18230,i3,2019,Middle East,Silver,Diesel,Automatic,1.5,152346,56013,8643,High,484120359
18231,3 Series,2021,Africa,Black,Petrol,Manual,2.6,162728,93043,7765,High,722478895
18232,M3,2021,Africa,Red,Electric,Automatic,2.7,188445,82206,3909,Low,321343254
18233,X6,2023,South America,Silver,Hybrid,Manual,3.7,66976,54883,3395,Low,186327785
18234,7 Series,2011,North America,White,Hybrid,Manual,2.2,72419,63516,1440,Low,91463040
18235,7 Series,2011,Middle East,Silver,Petrol,Manual,1.6,18783,112845,8381,High,945753945
18236,i3,2018,Africa,Black,Electric,Automatic,2.6,8653,57577,2156,Low,124136012
18237,M5,2022,South America,Blue,Electric,Automatic,4.4,19503,105513,6953,Low,733631889
18238,5 Series,2013,North America,Blue,Diesel,Manual,2.9,26471,116236,4640,Low,539335040
18239,5 Series,2013,Middle East,Grey,Petrol,Automatic,3,171820,91365,1765,Low,161259225
18240,5 Series,2016,Europe,Red,Hybrid,Automatic,3.1,109907,31713,2370,Low,75159810
18241,X1,2019,Europe,White,Electric,Automatic,4.1,140798,91635,1674,Low,153396990
18242,X3,2019,Middle East,White,Electric,Manual,3.2,169781,59645,4865,Low,290172925
18243,3 Series,2022,Asia,White,Electric,Manual,1.8,55258,46301,9969,High,461574669
18244,7 Series,2011,North America,Red,Electric,Manual,2.2,70398,73661,7670,High,564979870
18245,X5,2012,Middle East,White,Electric,Automatic,2.2,69472,82943,7470,High,619584210
18246,X5,2012,Asia,White,Hybrid,Automatic,3.3,93660,90527,169,Low,15299063
18247,i3,2015,South America,Grey,Hybrid,Automatic,1.6,196131,75958,7586,High,576217388
18248,M5,2012,Africa,Red,Electric,Automatic,2.5,76678,118648,5149,Low,610918552
18249,7 Series,2020,North America,Grey,Petrol,Manual,3.6,143128,33878,192,Low,6504576
18250,X3,2014,Asia,Red,Petrol,Manual,2.7,177802,54043,6682,Low,361115326
18251,X3,2013,South America,Silver,Electric,Manual,4,184066,72178,904,Low,65248912
18252,7 Series,2012,Asia,White,Electric,Manual,2.9,5828,87103,6237,Low,543261411
18253,X5,2017,Africa,Black,Electric,Manual,4.9,137142,73597,1409,Low,103698173
18254,X5,2023,Africa,Blue,Electric,Automatic,4.9,28394,60781,588,Low,35739228
18255,M3,2019,South America,Silver,Diesel,Manual,4.3,26592,80421,4369,Low,351359349
18256,i8,2012,Africa,Black,Petrol,Manual,4.8,26923,43602,5086,Low,221759772
18257,X1,2015,South America,White,Hybrid,Automatic,2.2,86856,78736,2774,Low,218413664
18258,X3,2022,Asia,White,Diesel,Automatic,4.1,46255,39881,3277,Low,130690037
18259,X1,2024,Africa,Black,Diesel,Manual,2.6,51786,50241,7504,High,377008464
